Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,571844,-,-,-,21.13,-101.66,-6,1825,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,
2004,1,1,0,0,0,0,0,0,0,0,7,7,168.3,0.168,3.2,2.097,81.10000000000001,90.64,10,820,N/A
2004,1,1,0,30,0,0,0,0,0,0,0,7,175.01,0.168,3.1,2.114,81.10000000000001,90.64,10,820,N/A
2004,1,1,1,0,0,0,0,0,0,0,0,7,176.96,0.168,3,2.132,82.10000000000001,91.13,10,820,N/A
2004,1,1,1,30,0,0,0,0,0,0,0,7,170.5,0.168,2.6,2.1550000000000002,82.10000000000001,97.5,9,820,N/A
2004,1,1,2,0,0,0,0,0,0,0,1,7,163.65,0.168,2.3000000000000003,2.178,79.4,98.06,9,820,N/A
2004,1,1,2,30,0,0,0,0,0,0,7,7,156.75,0.168,2.2,2.187,79.4,98.05,9,820,N/A
2004,1,1,3,0,0,0,0,0,0,0,7,7,149.85,0.168,2.2,2.197,70.3,98.82000000000001,9,820,N/A
2004,1,1,3,30,0,0,0,0,0,0,7,7,142.97,0.168,2,2.192,70.3,98.81,9,820,N/A
2004,1,1,4,0,0,0,0,0,0,0,7,7,136.11,0.168,1.8,2.188,62.800000000000004,99.44,9,820,N/A
2004,1,1,4,30,0,0,0,0,0,0,7,7,129.28,0.168,1.7000000000000002,2.1750000000000003,62.800000000000004,99.44,9,820,N/A
2004,1,1,5,0,0,0,0,0,0,0,7,7,122.49000000000001,0.168,1.6,2.162,58.6,99.34,9,820,N/A
2004,1,1,5,30,0,0,0,0,0,0,7,7,115.74000000000001,0.168,1.6,2.141,58.6,99.34,9,820,N/A
2004,1,1,6,0,0,0,0,0,0,0,7,7,109.06,0.168,1.6,2.121,55.6,99.44,9,820,N/A
2004,1,1,6,30,0,0,0,0,0,0,7,7,102.45,0.168,1.6,2.1,55.6,99.46000000000001,9,820,N/A
2004,1,1,7,0,0,0,0,0,0,0,7,8,95.93,0.168,1.7000000000000002,2.079,55.1,100,9,820,N/A
2004,1,1,7,30,0,0,0,0,0,0,7,8,89.53,0.168,2.3000000000000003,2.063,55.1,93.53,10,820,N/A
2004,1,1,8,0,46,264,77,46,264,77,7,8,83.26,0.168,2.9000000000000004,2.048,59.800000000000004,89.74,11,820,N/A
2004,1,1,8,30,76,454,177,76,454,177,3,8,77.18,0.168,2.9000000000000004,2.054,59.800000000000004,83.98,12,820,N/A
2004,1,1,9,0,90,610,286,90,610,286,3,9,71.32000000000001,0.168,2.9000000000000004,2.062,71.4,81.96000000000001,13,820,N/A
2004,1,1,9,30,104,693,389,104,693,389,3,9,65.74,0.168,2.5,2.085,71.4,76.77,14,820,N/A
2004,1,1,10,0,109,769,487,109,769,487,3,9,60.53,0.168,2.2,2.108,70.5,68.86,16,820,N/A
2004,1,1,10,30,116,810,572,116,810,572,0,9,55.79,0.168,2,2.129,70.5,64.58,17,820,N/A
2004,1,1,11,0,117,849,645,117,849,645,0,9,51.64,0.168,1.9000000000000001,2.1510000000000002,68.60000000000001,56.39,19,820,N/A
2004,1,1,11,30,121,869,700,121,869,700,0,9,48.25,0.168,1.8,2.1710000000000003,68.60000000000001,52.94,20,820,N/A
2004,1,1,12,0,305,441,613,97,936,750,2,8,45.79,0.168,1.8,2.193,82.60000000000001,48.15,21,820,N/A
2004,1,1,12,30,305,468,640,98,941,771,8,8,44.4,0.168,1.7000000000000002,2.211,82.60000000000001,48.11,21,820,N/A
2004,1,1,13,0,350,363,611,102,934,772,8,8,44.2,0.168,1.7000000000000002,2.23,105.10000000000001,44.42,22,820,N/A
2004,1,1,13,30,290,508,648,101,930,756,8,8,45.19,0.168,1.6,2.247,105.10000000000001,44.4,22,820,N/A
2004,1,1,14,0,271,515,620,105,907,721,8,8,47.300000000000004,0.168,1.6,2.265,124.2,43.76,23,810,N/A
2004,1,1,14,30,318,105,385,102,891,670,4,8,50.39,0.168,1.4000000000000001,2.27,124.2,43.76,22,810,N/A
2004,1,1,15,0,273,322,461,120,812,594,8,8,54.29,0.168,1.3,2.275,133,43.32,22,810,N/A
2004,1,1,15,30,245,238,368,113,775,514,4,8,58.85,0.168,1.1,2.275,133,46.06,21,810,N/A
2004,1,1,16,0,187,326,331,111,701,419,8,8,63.910000000000004,0.168,1,2.275,146.70000000000002,46.99,21,810,N/A
2004,1,1,16,30,149,68,174,98,625,318,4,8,69.38,0.168,0.6000000000000001,2.2720000000000002,146.70000000000002,50,20,810,N/A
2004,1,1,17,0,90,352,181,83,499,211,7,11,75.15,0.168,0.30000000000000004,2.27,203.20000000000002,62.28,20,810,N/A
2004,1,1,17,30,61,205,93,57,334,108,4,11,81.16,0.168,0.4,2.263,203.20000000000002,70.61,18,810,N/A
2004,1,1,18,0,19,0,19,19,75,23,7,10,87.37,0.168,0.6000000000000001,2.2560000000000002,286.40000000000003,69.54,17,820,N/A
2004,1,1,18,30,0,0,0,0,0,0,7,10,93.73,0.168,0.7000000000000001,2.25,286.40000000000003,74.16,16,820,N/A
2004,1,1,19,0,0,0,0,0,0,0,7,10,100.22,0.168,0.8,2.245,326.3,73.71000000000001,16,820,N/A
2004,1,1,19,30,0,0,0,0,0,0,7,10,106.8,0.168,0.8,2.242,326.3,78.65,15,820,N/A
2004,1,1,20,0,0,0,0,0,0,0,7,10,113.46000000000001,0.168,0.9,2.239,12.3,78.01,15,820,N/A
2004,1,1,20,30,0,0,0,0,0,0,4,10,120.18,0.168,1.1,2.239,12.3,83.28,14,820,N/A
2004,1,1,21,0,0,0,0,0,0,0,8,9,126.96000000000001,0.168,1.3,2.24,49,81.67,14,820,N/A
2004,1,1,21,30,0,0,0,0,0,0,7,9,133.78,0.168,1.4000000000000001,2.239,49,87.21000000000001,13,820,N/A
2004,1,1,22,0,0,0,0,0,0,0,8,9,140.64000000000001,0.168,1.6,2.239,69.8,85.87,13,820,N/A
2004,1,1,22,30,0,0,0,0,0,0,7,9,147.52,0.168,1.9000000000000001,2.218,69.8,91.73,12,820,N/A
2004,1,1,23,0,0,0,0,0,0,0,7,9,154.41,0.168,2.3000000000000003,2.197,82,89.9,12,820,N/A
2004,1,1,23,30,0,0,0,0,0,0,7,9,161.31,0.168,2.4000000000000004,2.157,82,89.88,12,820,N/A
2004,1,2,0,0,0,0,0,0,0,0,7,9,168.20000000000002,0.168,2.5,2.118,84.7,89.79,12,820,N/A
2004,1,2,0,30,0,0,0,0,0,0,7,9,174.94,0.168,2.3000000000000003,2.082,84.7,95.95,11,820,N/A
