Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,571844,-,-,-,21.13,-101.66,-6,1825,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,
2007,1,1,0,0,0,0,0,0,0,0,0,3,168.27,0.168,1.3,0.776,87,82.38,7,820,N/A
2007,1,1,0,30,0,0,0,0,0,0,0,3,175,0.168,1.5,0.787,87,88.28,6,820,N/A
2007,1,1,1,0,0,0,0,0,0,0,0,3,177,0.168,1.7000000000000002,0.799,79.60000000000001,92.82000000000001,6,820,N/A
2007,1,1,1,30,0,0,0,0,0,0,0,3,170.54,0.168,2,0.808,79.60000000000001,92.8,6,820,N/A
2007,1,1,2,0,0,0,0,0,0,0,0,4,163.68,0.168,2.3000000000000003,0.8170000000000001,77.4,97.74000000000001,6,820,N/A
2007,1,1,2,30,0,0,0,0,0,0,0,4,156.78,0.168,2.7,0.8260000000000001,77.4,100,5,820,N/A
2007,1,1,3,0,0,0,0,0,0,0,0,4,149.88,0.168,3.1,0.836,75.7,100,5,820,N/A
2007,1,1,3,30,0,0,0,0,0,0,0,4,143,0.168,3.4000000000000004,0.846,75.7,100,5,820,N/A
2007,1,1,4,0,0,0,0,0,0,0,0,4,136.14000000000001,0.168,3.8000000000000003,0.857,76.7,100,6,820,N/A
2007,1,1,4,30,0,0,0,0,0,0,0,4,129.3,0.168,3.7,0.87,76.7,100,6,820,N/A
2007,1,1,5,0,0,0,0,0,0,0,0,4,122.51,0.168,3.7,0.883,78,100,6,820,N/A
2007,1,1,5,30,0,0,0,0,0,0,0,4,115.77,0.168,3.7,0.899,78,100,6,820,N/A
2007,1,1,6,0,0,0,0,0,0,0,0,4,109.08,0.168,3.7,0.915,79.80000000000001,100,6,820,N/A
2007,1,1,6,30,0,0,0,0,0,0,0,4,102.47,0.168,3.7,0.935,79.80000000000001,100,6,820,N/A
2007,1,1,7,0,0,0,0,0,0,0,0,4,95.95,0.168,3.7,0.9560000000000001,82,100,6,820,N/A
2007,1,1,7,30,0,0,0,0,0,0,0,5,89.54,0.168,4.2,0.983,82,95.93,7,820,N/A
2007,1,1,8,0,45,329,83,45,329,83,1,5,83.28,0.168,4.800000000000001,1.01,85.7,89.27,8,820,N/A
2007,1,1,8,30,70,531,188,70,531,188,1,5,77.19,0.168,4.800000000000001,1.038,85.7,83.41,9,820,N/A
2007,1,1,9,0,76,714,305,76,714,305,0,5,71.33,0.168,4.800000000000001,1.066,93.4,73.58,11,820,N/A
2007,1,1,9,30,87,792,412,87,792,412,0,5,65.75,0.168,4.5,1.095,93.4,68.85000000000001,12,820,N/A
2007,1,1,10,0,85,874,515,85,874,515,0,5,60.53,0.168,4.2,1.125,105.7,61.72,14,820,N/A
2007,1,1,10,30,91,909,602,91,909,602,0,5,55.79,0.168,3.7,1.156,105.7,57.82,15,820,N/A
2007,1,1,11,0,90,945,677,90,945,677,0,5,51.64,0.168,3.3000000000000003,1.187,137.20000000000002,51.35,17,820,N/A
2007,1,1,11,30,93,961,733,93,961,733,0,5,48.25,0.168,3.3000000000000003,1.215,137.20000000000002,48.160000000000004,18,820,N/A
2007,1,1,12,0,93,974,773,93,974,773,0,5,45.78,0.168,3.3000000000000003,1.243,177.3,42.26,20,820,N/A
2007,1,1,12,30,94,979,794,94,979,794,0,5,44.38,0.168,3.4000000000000004,1.2750000000000001,177.3,42.24,20,810,N/A
2007,1,1,13,0,93,980,796,93,980,796,0,5,44.17,0.168,3.5,1.308,204.4,39.97,21,810,N/A
2007,1,1,13,30,93,974,780,93,974,780,0,5,45.160000000000004,0.168,3.7,1.359,204.4,39.95,21,810,N/A
2007,1,1,14,0,90,965,745,90,965,745,0,6,47.27,0.168,3.9000000000000004,1.412,220.8,40.33,21,810,N/A
2007,1,1,14,30,87,949,693,87,949,693,0,6,50.36,0.168,4,1.476,220.8,40.32,21,810,N/A
2007,1,1,15,0,84,924,624,84,924,624,1,6,54.26,0.168,4.2,1.541,228.5,41.13,21,810,N/A
2007,1,1,15,30,79,891,541,79,891,541,0,6,58.81,0.168,4.1000000000000005,1.603,228.5,43.75,20,810,N/A
2007,1,1,16,0,76,838,445,76,838,445,0,6,63.88,0.168,4,1.665,231.8,45.24,20,810,N/A
2007,1,1,16,30,68,772,341,68,772,341,1,6,69.34,0.168,3.1,1.705,231.8,48.160000000000004,19,810,N/A
2007,1,1,17,0,60,655,229,60,655,229,0,8,75.11,0.168,2.3000000000000003,1.745,233.70000000000002,57.83,18,810,N/A
2007,1,1,17,30,44,492,120,44,492,120,0,8,81.13,0.168,1.9000000000000001,1.78,233.70000000000002,65.7,16,810,N/A
2007,1,1,18,0,28,0,28,19,180,28,3,9,87.34,0.168,1.6,1.815,237.60000000000002,73.76,15,810,N/A
2007,1,1,18,30,0,0,0,0,0,0,3,9,93.7,0.168,1.7000000000000002,1.854,237.60000000000002,78.76,14,810,N/A
2007,1,1,19,0,0,0,0,0,0,0,3,9,100.18,0.168,1.8,1.8940000000000001,240.9,78.79,14,810,N/A
2007,1,1,19,30,0,0,0,0,0,0,7,9,106.76,0.168,1.6,1.883,240.9,78.81,14,810,N/A
2007,1,1,20,0,0,0,0,0,0,0,7,9,113.43,0.168,1.5,1.872,234.4,79.15,14,820,N/A
2007,1,1,20,30,0,0,0,0,0,0,7,9,120.15,0.168,1.3,1.826,234.4,84.49,13,820,N/A
2007,1,1,21,0,0,0,0,0,0,0,7,9,126.93,0.168,1.2000000000000002,1.7810000000000001,219.8,83.54,13,820,N/A
2007,1,1,21,30,0,0,0,0,0,0,6,9,133.75,0.168,1.1,1.7530000000000001,219.8,89.22,12,820,N/A
2007,1,1,22,0,0,0,0,0,0,0,6,9,140.61,0.168,1,1.725,204.70000000000002,88.63,12,810,N/A
2007,1,1,22,30,0,0,0,0,0,0,6,9,147.49,0.168,0.9,1.718,204.70000000000002,94.71000000000001,11,810,N/A
2007,1,1,23,0,0,0,0,0,0,0,6,9,154.38,0.168,0.9,1.712,196.8,95.15,11,810,N/A
2007,1,1,23,30,0,0,0,0,0,0,7,9,161.29,0.168,0.8,1.71,196.8,95.14,11,810,N/A
2007,1,2,0,0,0,0,0,0,0,0,6,9,168.17000000000002,0.168,0.8,1.708,196.4,95.4,11,810,N/A
2007,1,2,0,30,0,0,0,0,0,0,6,9,174.92000000000002,0.168,0.7000000000000001,1.71,196.4,100,10,810,N/A
2007,1,2,1,0,0,0,0,0,0,0,7,9,177.13,0.168,0.7000000000000001,1.714,198.5,100,10,810,N/A
2007,1,2,1,30,0,0,0,0,0,0,6,9,170.66,0.168,0.6000000000000001,1.713,198.5,100,10,810,N/A
2007,1,2,2,0,0,0,0,0,0,0,6,9,163.79,0.168,0.5,1.712,167.3,100,10,810,N/A
2007,1,2,2,30,0,0,0,0,0,0,7,9,156.89000000000001,0.168,0.5,1.706,167.3,100,10,810,N/A
2007,1,2,3,0,0,0,0,0,0,0,6,9,149.99,0.168,0.6000000000000001,1.7,116.30000000000001,100,10,810,N/A
2007,1,2,3,30,0,0,0,0,0,0,6,8,143.1,0.168,0.7000000000000001,1.696,116.30000000000001,100,9,810,N/A
2007,1,2,4,0,0,0,0,0,0,0,7,8,136.23,0.168,0.8,1.693,108.2,100,9,810,N/A
2007,1,2,4,30,0,0,0,0,0,0,7,8,129.4,0.168,0.8,1.698,108.2,100,9,810,N/A
2007,1,2,5,0,0,0,0,0,0,0,7,8,122.60000000000001,0.168,0.9,1.704,116.10000000000001,100,9,810,N/A
2007,1,2,5,30,0,0,0,0,0,0,7,8,115.85000000000001,0.168,1,1.715,116.10000000000001,100,9,810,N/A
2007,1,2,6,0,0,0,0,0,0,0,7,8,109.16,0.168,1.1,1.727,122.2,100,9,810,N/A
2007,1,2,6,30,0,0,0,0,0,0,7,8,102.55,0.168,1.2000000000000002,1.741,122.2,100,9,810,N/A
2007,1,2,7,0,0,0,0,0,0,0,7,8,96.02,0.168,1.3,1.7550000000000001,126.4,100,9,810,N/A
2007,1,2,7,30,0,0,0,0,0,0,7,8,89.61,0.168,1.9000000000000001,1.7750000000000001,126.4,99.06,10,810,N/A
2007,1,2,8,0,42,71,50,41,337,80,7,8,83.34,0.168,2.5,1.795,126.80000000000001,92.76,11,820,N/A
2007,1,2,8,30,88,82,106,64,538,183,7,8,77.24,0.168,2.5,1.827,126.80000000000001,86.82000000000001,12,820,N/A
2007,1,2,9,0,130,267,215,79,668,292,7,9,71.37,0.168,2.5,1.86,137.6,85.2,13,820,N/A
