Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,571844,-,-,-,21.13,-101.66,-6,1825,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,
2019,1,1,0,0,0,0,0,0,0,0,7,5.5,168.28,0.2,1,1.9000000000000001,10,66.14,11.600000000000001,820,N/A
2019,1,1,0,30,0,0,0,0,0,0,7,5.5,175.01,0.2,1,1.9000000000000001,18,67.46000000000001,11.3,820,N/A
2019,1,1,1,0,0,0,0,0,0,0,0,5.2,177,0.2,1,1.9000000000000001,27,67.4,11,820,N/A
2019,1,1,1,30,0,0,0,0,0,0,0,5.2,170.53,0.2,1,1.9000000000000001,35,68.76,10.700000000000001,820,N/A
2019,1,1,2,0,0,0,0,0,0,0,0,5,163.67000000000002,0.2,1.1,1.9000000000000001,43,69.69,10.3,820,N/A
2019,1,1,2,30,0,0,0,0,0,0,0,5,156.78,0.2,1.1,1.9000000000000001,49,71.58,9.9,820,N/A
2019,1,1,3,0,0,0,0,0,0,0,7,4.800000000000001,149.88,0.2,1.1,1.9000000000000001,55,72.17,9.600000000000001,820,N/A
2019,1,1,3,30,0,0,0,0,0,0,0,4.800000000000001,142.99,0.2,1.1,1.9000000000000001,59,73.63,9.3,820,N/A
2019,1,1,4,0,0,0,0,0,0,0,0,4.6000000000000005,136.13,0.2,1.1,1.8,64,74.04,9,819,N/A
2019,1,1,4,30,0,0,0,0,0,0,0,4.6000000000000005,129.3,0.2,1.1,1.8,66,75.05,8.8,819,N/A
2019,1,1,5,0,0,0,0,0,0,0,0,4.4,122.5,0.2,1.1,1.8,69,74.57000000000001,8.700000000000001,819,N/A
2019,1,1,5,30,0,0,0,0,0,0,0,4.5,115.76,0.2,1.1,1.8,69,75.17,8.6,820,N/A
2019,1,1,6,0,0,0,0,0,0,0,0,4.3,109.08,0.2,1.1,1.8,69,74.37,8.6,820,N/A
2019,1,1,6,30,0,0,0,0,0,0,0,4.3,102.46000000000001,0.2,1.1,1.8,68,73.87,8.700000000000001,820,N/A
2019,1,1,7,0,0,0,0,0,0,0,0,4.5,95.94,0.2,1.1,1.8,68,73.74,8.9,821,N/A
2019,1,1,7,30,8,16,8,12,125,14,7,4.5,89.2,0.2,1.4000000000000001,1.8,68,66.25,10.5,821,N/A
2019,1,1,8,0,44,235,72,34,495,93,4,5.7,83.17,0.2,1.7000000000000002,1.7000000000000002,69,64.81,12.100000000000001,821,N/A
2019,1,1,8,30,47,683,199,47,683,199,0,5.7,77.12,0.2,1.3,1.7000000000000002,66,57.71,13.9,822,N/A
2019,1,1,9,0,55,791,309,55,791,309,0,5.1000000000000005,71.28,0.2,1,1.7000000000000002,62,49.25,15.700000000000001,822,N/A
2019,1,1,9,30,62,858,415,62,858,415,0,5.1000000000000005,65.71000000000001,0.2,1,1.7000000000000002,164,43.12,17.8,822,N/A
2019,1,1,10,0,173,419,379,67,901,511,7,5.4,60.5,0.2,1,1.8,265,38.88,19.8,822,N/A
2019,1,1,10,30,253,257,398,72,931,596,7,5.4,55.75,0.2,1.2000000000000002,1.8,263,36.56,20.8,822,N/A
2019,1,1,11,0,280,356,501,77,952,668,7,5.800000000000001,51.61,0.2,1.4000000000000001,1.8,261,35.49,21.700000000000003,821,N/A
2019,1,1,11,30,254,164,363,78,969,724,6,5.800000000000001,48.22,0.2,1.5,1.8,264,34.63,22.1,821,N/A
2019,1,1,12,0,284,235,448,80,980,764,7,5.9,45.75,0.2,1.5,1.8,267,34.35,22.400000000000002,821,N/A
2019,1,1,12,30,326,393,607,81,985,785,7,5.9,44.36,0.2,1.4000000000000001,1.8,271,34.1,22.5,820,N/A
2019,1,1,13,0,342,271,536,81,985,788,7,5.800000000000001,44.15,0.2,1.3,1.8,276,33.7,22.6,819,N/A
2019,1,1,13,30,152,824,733,82,980,773,0,5.800000000000001,45.14,0.2,1.2000000000000002,1.8,283,33.7,22.6,819,N/A
