Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,571844,-,-,-,21.13,-101.66,-6,1825,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,
2013,1,1,0,0,0,0,0,0,0,0,7,9,168.22,0.17200000000000001,1.1,2.482,292.8,100,11,820,N/A
2013,1,1,0,30,0,0,0,0,0,0,4,9,174.96,0.17200000000000001,1,2.463,292.8,100,10,820,N/A
2013,1,1,1,0,0,0,0,0,0,0,4,9,177.07,0.17200000000000001,1,2.444,294.8,100,10,810,N/A
2013,1,1,1,30,0,0,0,0,0,0,4,9,170.6,0.17200000000000001,0.9,2.418,294.8,100,10,810,N/A
2013,1,1,2,0,0,0,0,0,0,0,8,9,163.73,0.17200000000000001,0.8,2.392,302.5,100,10,810,N/A
2013,1,1,2,30,0,0,0,0,0,0,8,9,156.83,0.17200000000000001,0.7000000000000001,2.375,302.5,100,10,810,N/A
2013,1,1,3,0,0,0,0,0,0,0,4,9,149.94,0.17200000000000001,0.6000000000000001,2.358,326.1,100,10,810,N/A
2013,1,1,3,30,0,0,0,0,0,0,4,9,143.05,0.17200000000000001,0.6000000000000001,2.367,326.1,100,10,810,N/A
2013,1,1,4,0,0,0,0,0,0,0,4,9,136.18,0.17200000000000001,0.6000000000000001,2.376,357.1,100,10,810,N/A
2013,1,1,4,30,0,0,0,0,0,0,4,8,129.35,0.17200000000000001,0.6000000000000001,2.407,357.1,100,9,810,N/A
2013,1,1,5,0,0,0,0,0,0,0,7,8,122.56,0.17200000000000001,0.6000000000000001,2.439,27.8,100,9,810,N/A
2013,1,1,5,30,0,0,0,0,0,0,7,8,115.81,0.17200000000000001,0.6000000000000001,2.471,27.8,100,9,810,N/A
2013,1,1,6,0,0,0,0,0,0,0,7,8,109.12,0.17200000000000001,0.6000000000000001,2.504,51.7,100,10,810,N/A
2013,1,1,6,30,0,0,0,0,0,0,4,8,102.51,0.17200000000000001,0.8,2.529,51.7,100,10,810,N/A
2013,1,1,7,0,0,0,0,0,0,0,8,9,95.99000000000001,0.17200000000000001,1,2.555,64.8,100,10,810,N/A
2013,1,1,7,30,0,0,0,0,0,0,4,9,89.57000000000001,0.17200000000000001,1.2000000000000002,2.574,64.8,100,10,810,N/A
2013,1,1,8,0,18,0,18,37,374,81,4,9,83.31,0.17200000000000001,1.4000000000000001,2.594,71.7,96.73,11,810,N/A
2013,1,1,8,30,41,0,41,57,571,183,7,9,77.22,0.17200000000000001,1,2.609,71.7,90.52,12,810,N/A
2013,1,1,9,0,32,0,32,71,683,290,8,9,71.35000000000001,0.17200000000000001,0.7000000000000001,2.624,149.5,86.68,13,820,N/A
2013,1,1,9,30,43,0,43,81,760,394,4,9,65.76,0.17200000000000001,1.2000000000000002,2.6310000000000002,149.5,81.18,14,820,N/A
2013,1,1,10,0,97,0,97,90,810,489,4,9,60.54,0.17200000000000001,1.8,2.638,202.70000000000002,76.53,15,820,N/A
2013,1,1,10,30,113,0,113,96,848,573,8,9,55.79,0.17200000000000001,2.1,2.64,202.70000000000002,76.5,15,810,N/A
2013,1,1,11,0,166,6,170,103,871,644,4,9,51.63,0.17200000000000001,2.5,2.6430000000000002,210.8,71.32000000000001,16,810,N/A
2013,1,1,11,30,105,0,105,106,890,699,4,9,48.230000000000004,0.17200000000000001,2.7,2.646,210.8,71.29,16,810,N/A
2013,1,1,12,0,352,94,418,108,903,739,7,9,45.75,0.17200000000000001,2.9000000000000004,2.65,211.4,70.55,16,810,N/A
2013,1,1,12,30,332,51,369,109,910,760,6,9,44.34,0.17200000000000001,2.9000000000000004,2.652,211.4,70.5,16,810,N/A
2013,1,1,13,0,310,35,335,109,911,763,7,9,44.12,0.17200000000000001,2.9000000000000004,2.6550000000000002,207.20000000000002,70.36,16,810,N/A
2013,1,1,13,30,313,40,341,108,907,749,6,9,45.1,0.17200000000000001,2.8000000000000003,2.657,207.20000000000002,70.33,16,810,N/A
2013,1,1,14,0,162,7,167,105,900,716,6,9,47.2,0.17200000000000001,2.7,2.66,201.10000000000002,70.9,16,810,N/A
2013,1,1,14,30,189,10,196,102,884,667,7,9,50.29,0.17200000000000001,2.5,2.6630000000000003,201.10000000000002,70.88,16,810,N/A
2013,1,1,15,0,183,9,189,101,853,600,7,9,54.19,0.17200000000000001,2.3000000000000003,2.6670000000000003,194,71.33,16,810,N/A
2013,1,1,15,30,160,5,163,95,819,520,6,9,58.74,0.17200000000000001,2,2.673,194,76.08,15,810,N/A
2013,1,1,16,0,169,22,179,90,763,427,7,10,63.800000000000004,0.17200000000000001,1.8,2.6790000000000003,186.5,76.92,15,810,N/A
2013,1,1,16,30,130,13,135,80,693,326,7,10,69.27,0.17200000000000001,1.3,2.6870000000000003,186.5,82.09,14,810,N/A
2013,1,1,17,0,56,0,56,71,563,217,7,10,75.04,0.17200000000000001,0.9,2.695,184.20000000000002,85.04,14,810,N/A
2013,1,1,17,30,29,0,29,51,397,113,6,10,81.06,0.17200000000000001,0.5,2.702,184.20000000000002,90.8,13,810,N/A
2013,1,1,18,0,6,0,6,20,104,25,7,11,87.27,0.17200000000000001,0.2,2.71,221.60000000000002,94.31,13,810,N/A
2013,1,1,18,30,0,0,0,0,0,0,8,11,93.63,0.17200000000000001,0.2,2.717,221.60000000000002,94.33,13,810,N/A
2013,1,1,19,0,0,0,0,0,0,0,6,11,100.12,0.17200000000000001,0.2,2.725,273.40000000000003,94.69,13,810,N/A
2013,1,1,19,30,0,0,0,0,0,0,7,11,106.7,0.17200000000000001,0.2,2.729,273.40000000000003,100,12,810,N/A
2013,1,1,20,0,0,0,0,0,0,0,7,11,113.36,0.17200000000000001,0.2,2.733,268.7,100,12,810,N/A
